policy_loss,value_loss,loss,reward
0.5556126236915588,1.2480885982513428,0.6804214715957642,1.7187516689300537
0.178985133767128,0.4960853159427643,0.22859366238117218,-4.062497138977051
0.13613156974315643,0.4922292232513428,0.18535450100898743,-4.249997138977051
0.2013617306947708,0.589153528213501,0.2602770924568176,-3.399996280670166
0.3870886564254761,1.0734764337539673,0.4944362938404083,0.13749980926513672
0.5422521829605103,1.5198007822036743,0.6942322850227356,2.7250008583068848
0.0969204306602478,0.5345465540885925,0.15037508308887482,-4.068747043609619
0.17313340306282043,0.7540134191513062,0.24853473901748657,-2.7624988555908203
0.21327129006385803,0.7617106437683105,0.28944236040115356,-2.293747901916504
0.2667240798473358,0.8982882499694824,0.3565528988838196,-0.7999980449676514
0.4124942719936371,1.4583841562271118,0.5583326816558838,2.312504291534424
0.3581709861755371,1.180652141571045,0.4762361943721771,1.7437492609024048
0.20147527754306793,0.9813083410263062,0.2996061146259308,-1.8187458515167236
0.18823060393333435,0.7713655829429626,0.26536715030670166,-1.868746042251587
-0.02221275307238102,0.4217131733894348,0.01995856501162052,-4.837496280670166
0.14675943553447723,0.9775497317314148,0.24451440572738647,-1.0874980688095093
0.5801661610603333,1.7649810314178467,0.7566642761230469,5.625002861022949
0.3031461536884308,1.386989712715149,0.4418451189994812,2.1874961853027344
0.23934568464756012,0.9711157083511353,0.3364572525024414,0.0312502384185791
0.2690170705318451,1.233867883682251,0.39240387082099915,0.781251847743988
0.34183967113494873,1.1496485471725464,0.4568045139312744,1.6437499523162842
0.20137947797775269,0.9848487377166748,0.29986435174942017,-0.12500035762786865
0.3338325321674347,1.2716336250305176,0.4609959125518799,2.2562499046325684
0.1682104468345642,0.8830834031105042,0.25651878118515015,-0.5874963998794556
0.34965720772743225,1.4670394659042358,0.4963611364364624,2.106250286102295
0.11080115288496017,0.9502981305122375,0.20583096146583557,-1.2062451839447021
0.18149219453334808,1.0076184272766113,0.28225404024124146,-0.20624780654907227
0.47161585092544556,1.5132927894592285,0.6229451298713684,4.618746280670166
0.1934240609407425,1.0074506998062134,0.2941691279411316,0.606250524520874
0.1729060262441635,1.150808572769165,0.2879868745803833,0.8499988317489624
0.13147452473640442,0.9703229069709778,0.22850681841373444,0.22500193119049072
0.11657784879207611,0.9551690220832825,0.2120947539806366,0.03750264644622803
0.3135717213153839,1.7213696241378784,0.48570868372917175,3.181255340576172
0.04031424596905708,0.810110330581665,0.12132528424263,-0.9624977111816406
-0.08221276849508286,0.6669074892997742,-0.015522018074989319,-2.2374963760375977
0.3293997049331665,1.489805817604065,0.4783802926540375,4.1312479972839355
0.09569669514894485,1.028719186782837,0.19856861233711243,0.7625031471252441
